"Manufacturernumber","Articlenumber","EAN","Technical details","Product category","Technical specifications","Picture normal reduced","Depth m","Width m","Length m","Weight kg","Delivery time days","Type of product","Price quantity","ETIM Features","ETIM","ECLASS Features","ECLASS","PROFICLASS Features","PROFICLASS","Product features"
"0 601 620 100","0601620100","3165140939843","TitelFlachdübelfräse GFF 18V-22 Professional|Neuheit bis01.12.2024|SOL Datum01.09.2024|Werkzeugabmessungen (Breite)140mm|Werkzeugabmessungen (Länge)386mm|Werkzeugabmessungen (Höhe)179mm|Verpackungsabmessungen (Breite)150mm|Verpackungsabmessungen (Länge)416mm|Verpackungsabmessungen (Höhe)188mm|Verpackungsabmessungen (Breite x Länge x Höhe)150 x 416 x 188mm|Akkuspannung18,0 V|Max. Schnitttiefe22mm|Leerlaufdrehzahl, bis zu11.000min-1|Leerlaufdrehzahl11.000min-1|Fräserdurchmesser Bohrung22,0mm|Fräserdurchmesser105,0mm|Gewicht exkl. Akku2,6kg|Unterteilung der ProduktkategorienFlachdübelfräse","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-453548-117_jpg/detail.jpg/normal.jpg","0.188","0.15","0.416","2.6","","main_product",1,"","","","","","",""
"0 601 4A6 200","06014A6200","4053423301526","TitelRadio GPB 18VH-6 SRC Professional|Neuheit bis01.12.2024|Verpackungsabmessungen (Breite)253mm|Verpackungsabmessungen (Länge)485mm|Verpackungsabmessungen (Höhe)360mm|Verpackungsabmessungen (Breite x Länge x Höhe)253 x 485 x 360mm|Akkuspannung12V-Li-Ion-Akku|Radiofrequenzbereich FM, von87,5MHz|Radiofrequenzbereich FM, bis zu108MHz|Radiofrequenzbereich FM87,5 – 108MHz|Radiofrequenzbereich DAB+, von174,928MHz|Radiofrequenzbereich DAB+, bis239,2MHz|Radiofrequenzbereich DAB+174,928 – 239,2MHz|Speicherplätze FM5|Speicherplätze DAB+5|Eingangsspannung(en) Netz, von220V|Eingangsspannung(en) Netz, bis zu240V|Eingangsspannung(en) Netz220 – 240V|Ausgangsspannung(en) Netz230V|Unterteilung der ProduktkategorienRadio","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-454101-117_jpg/detail.jpg/normal.jpg","0.36","0.253","0.485","9.3","","main_product",1,"","","","","","",""
"0 601 4A6 000","06014A6000","4053423301649","TitelBluetooth®-Lautsprecher GPB 18V-6 C Professional|Neuheit bis01.12.2024|Verpackungsabmessungen (Breite)233mm|Verpackungsabmessungen (Länge)380mm|Verpackungsabmessungen (Höhe)360mm|Verpackungsabmessungen (Breite x Länge x Höhe)233 x 380 x 360mm|Akkuspannung18,0 V|Gewicht exkl. Akku5,6kg|Unterteilung der ProduktkategorienBluetooth®-Lautsprecher","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-455305-117_jpg/detail.jpg/normal.jpg","0.36","0.233","0.38","5.54","","main_product",1,"","","","","","",""
"0 601 9H6 L01","06019H6L01","4053423246186","TitelAkku-Winkelschleifer BITURBO GWS 18V-180 P Professional|Neuheit bis01.12.2023|Verpackungsabmessungen (Breite)239mm|Verpackungsabmessungen (Länge)349mm|Verpackungsabmessungen (Höhe)116mm|Verpackungsabmessungen (Breite x Länge x Höhe)239 x 349 x 116mm|Akkuspannung18,0 V|Leerlaufdrehzahl, bis zu6.100min-1|Leerlaufdrehzahl6.100min-1|SchleifspindelgewindeM14|Bohrung, 22,2mm|Gewicht exkl. Akku2,8kg|Scheiben-180mm|Gummischleifteller, 180mm|Bemessungs-Leerlaufdrehzahl7000min-1|Unterteilung der ProduktkategorienAkku-Winkelschleifer BITURBO","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-409302-117_jpg/detail.jpg/normal.jpg","0.116","0.239","0.349","2.8","","main_product",1,"","","","","","",""
"0 601 6B8 000","06016B8000","4059952548296","Sägeblattdurchmesser136mm|Sägeblattbohrungs-20mm|Max. Schnittkapazität in Holz (90°)0mm|Max. Schnittkapazität in Holz (45°)0mm|TitelAkku-Kreissäge GKM 18V-50 Professional|Neuheit bis01.04.2023|Verpackungsabmessungen (Breite)263mm|Verpackungsabmessungen (Länge)358mm|Verpackungsabmessungen (Höhe)221mm|Verpackungsabmessungen (Breite x Länge x Höhe)263 x 358 x 221mm|Akkuspannung18,0 V|Leerlaufdrehzahl, von4.250min-1|Leerlaufdrehzahl4.250min-1|Gewicht exkl. Akku2,2kg|FührungsschienenkompatibelNein|Max. Schnittkapazität in Metall (90°)50mm|Unterteilung der ProduktkategorienAkku-Kreissäge","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-342781-117_jpg/detail.jpg/normal.jpg","0.221","0.263","0.358","2.54","","main_product",1,"","","","","","",""
"0 601 6B9 000","06016B9000","4059952577913","Sägeblattdurchmesser190mm|Sägeblattbohrungs-30mm|TitelAkku-Kreissäge BITURBO GKS 18V-70 L Professional|Neuheit bis01.04.2023|Verpackungsabmessungen (Breite)228mm|Verpackungsabmessungen (Länge)426mm|Verpackungsabmessungen (Höhe)330mm|Verpackungsabmessungen (Breite x Länge x Höhe)228 x 426 x 330mm|Akkuspannung18,0 V|Leerlaufdrehzahl, bis zu5.000min-1|Leerlaufdrehzahl5.000min-1|Gewicht exkl. Akku4,1kg|FührungsschienenkompatibelNein|Max. Schnittkapazität in Holz (90°)70mm|Max. Schnittkapazität in Holz (45°)49mm|Unterteilung der ProduktkategorienAkku-Kreissäge BITURBO","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-354327-117_jpg/detail.jpg/normal.jpg","0.33","0.228","0.426","4.29","","main_product",1,"","","","","","",""
"0 601 6C1 100","06016C1100","4059952610627","","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-389408-117_jpg/detail.jpg/normal.jpg","0.3","0.245","0.44","2.9","","main_product",1,"","","","","","",""
"0 601 5B3 001","06015B3001","4059952589008","TitelAkku-Stichsäge GST 18V-125 B Professional|Neuheit bis01.08.2023|Verpackungsabmessungen (Breite)230mm|Verpackungsabmessungen (Länge)290mm|Verpackungsabmessungen (Höhe)95mm|Verpackungsabmessungen (Breite x Länge x Höhe)230 x 290 x 95mm|Akkuspannung18,0 V|Hubzahl bei Leerlauf, von0min-1|Hubzahl bei Leerlauf, bis zu3.500min-1|Hubzahl bei Leerlauf0 – 3.500min-1|Hubhöhe26mm|Gewicht exkl. Akku2kg|Schnitttiefe in Holz125mm|Schnitttiefe in Alu20mm|Schnitttiefe in Stahl unlegiert10mm|Neigungswinkel-45 – 45°|Unterteilung der ProduktkategorienAkku-Stichsäge","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-376830-117_jpg/detail.jpg/normal.jpg","0.095","0.23","0.29","1.95","","main_product",1,"","","","","","",""
"0 601 9L5 000","06019L5000","4059952610528","TitelAkku-Drehschlagschrauber GDS 18V-330 HC Professional|Neuheit bis01.08.2023|Werkzeugabmessungen (Breite)77mm|Werkzeugabmessungen (Länge)145mm|Werkzeugabmessungen (Höhe)205mm|Verpackungsabmessungen (Breite)224mm|Verpackungsabmessungen (Länge)234mm|Verpackungsabmessungen (Höhe)94mm|Verpackungsabmessungen (Breite x Länge x Höhe)224 x 234 x 94mm|Leerlaufdrehzahl, von0U/min|Leerlaufdrehzahl, bis zu2.800U/min|Leerlaufdrehzahl0-2.800U/min|Akkuspannung18,0 V|Werkzeugaufnahme1/2\-Vierkant-Sprengring und Sicherungsbohrung|Losbrechmoment, max.560Nm|Drehmomenteinstellbereich, min. 1. Stufe0Nm|Drehmomenteinstellbereich, max. 1. Stufe200Nm|Drehmomenteinstellbereich, min./max., 1. Stufe0/200Nm|Drehmomenteinstellbereich, min. 2. Stufe0Nm|Drehmomenteinstellbereich, max. 2. Stufe260Nm|Drehmomenteinstellbereich, min./max., 2. Stufe0/260Nm|Drehmomenteinstellbereich, min. 3. Stufe0Nm|Drehmomenteinstellbereich, max. 3. Stufe330Nm|Drehmomenteinstellbereich, min./max., 3. Stufe0/330Nm|Leerlaufdrehzahl, 1. Stufe, von0min-1|Leerlaufdrehzahl, 1. Stufe, bis1.200min-1|Leerlaufdrehzahl (1. Stufe)0-1.200min-1|Leerlaufdrehzahl, 2. Stufe, von0min-1|Leerlaufdrehzahl, 2. Stufe, bis1.900min-1|Leerlaufdrehzahl (2. Stufe)0-1.900min-1|Leerlaufdrehzahl (3. Stufe)0-2.800min-1|Gewicht exkl. Akku1,2kg|Drehmoment, max.330Nm|Schlagzahl, bis zu2.800bpm|Schlagzahl2.800bpm|Schlagzahl (1. Stufe)0-2.400bpm|Schlagzahl (2. Stufe)0-3.100bpm|Schlagzahl (3. Stufe)0-3.800bpm|Unterteilung der ProduktkategorienAkku-Drehschlagschrauber""","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-388939-117_jpg/detail.jpg/normal.jpg","0.094","0.224","0.234","1.2","","main_product",1,"","","","","","",""
"0 601 5B2 001","06015B2001","4059952589084","","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-388801-117_jpg/detail.jpg/normal.jpg","0.23","0.1","0.29","1.931","","main_product",1,"","","","","","",""
"0 611 920 000","0611920000","4059952563640","TitelAkku-Bohrhammer mit SDS plus GBH 18V-28 C Professional|Neuheit bis01.08.2023|Werkzeugabmessungen (Länge)363mm|Verpackungsabmessungen (Breite)277mm|Verpackungsabmessungen (Länge)432mm|Verpackungsabmessungen (Höhe)100mm|Verpackungsabmessungen (Breite x Länge x Höhe)277 x 432 x 100mm|Akkuspannung18,0 V|Schlagenergie (gemäß EPTA 05/2016)3,3J|Schlagzahl bei Nenndrehzahl, bis zu4.220bpm|Schlagzahl bei Nenndrehzahl4.220bpm|Gewicht exkl. Akku3,3kg|WerkzeugaufnahmeSDS plus|Bohr- Beton mit Hammerbohrern, von4mm|Bohr- Beton mit Hammerbohrern, bis28mm|Bohr- in Beton mit Hammerbohrern4 – 28mm|Rec. app. range in concr. with ham. dr. bits, from8mm|Rec. app. range in concr. with hammer dr. bits, to18mm|Optimaler Einsatzbereich Beton mit Hammerbohrern8 – 18mm|Max. Bohrdurchmesser in Metall13mm|Max. Bohr- Holz30mm|Unterteilung der ProduktkategorienAkku-Bohrhammer mit SDS plus","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-385775-117_jpg/detail.jpg/normal.jpg","0.1","0.277","0.432","3.256","","main_product",1,"","","","","","",""
"0 611 921 001","0611921001","4059952611686","TitelAkku-Bohrhammer mit SDS plus GBH 18V-28 CF Professional|Neuheit bis01.08.2023|Werkzeugabmessungen (Länge)392mm|Verpackungsabmessungen (Breite)360mm|Verpackungsabmessungen (Länge)445mm|Verpackungsabmessungen (Höhe)255mm|Verpackungsabmessungen (Breite x Länge x Höhe)360 x 445 x 255mm|Akkuspannung18,0 V|Schlagenergie (gemäß EPTA 05/2016)3,3J|Schlagzahl bei Nenndrehzahl, bis zu4.220bpm|Schlagzahl bei Nenndrehzahl4.220bpm|Gewicht exkl. Akku3,4kg|WerkzeugaufnahmeSDS plus|Bohr- Beton mit Hammerbohrern, von4mm|Bohr- Beton mit Hammerbohrern, bis28mm|Bohr- in Beton mit Hammerbohrern4 – 28mm|Rec. app. range in concr. with ham. dr. bits, from8mm|Rec. app. range in concr. with hammer dr. bits, to18mm|Optimaler Einsatzbereich Beton mit Hammerbohrern8 – 18mm|Max. Bohrdurchmesser in Metall13mm|Max. Bohr- Holz30mm|Unterteilung der ProduktkategorienAkku-Bohrhammer mit SDS plus","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-385861-117_jpg/detail.jpg/normal.jpg","0.442","0.357","0.253","6.8","","main_product",1,"","","","","","",""
"0 600 8D2 000","06008D2000","4059952654898","TitelAkku-Laubbläser GBL 18V-750 Professional|Neuheit bis29.08.2023|Verpackungsabmessungen (Breite)254mm|Verpackungsabmessungen (Länge)510mm|Verpackungsabmessungen (Höhe)325mm|Verpackungsabmessungen (Breite x Länge x Höhe)254 x 510 x 325mm|Akkuspannung18,0 V|Max. Luftgeschwindigkeit198km/h|Max. Luftdurchsatz780m³/h|Gewicht exkl. Akku2,8kg|Unterteilung der ProduktkategorienAkku-Laubbläser","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-398952-117_jpg/detail.jpg/normal.jpg","0.325","0.254","0.51","2.8","","main_product",1,"","","","","","",""
"0 601 9L0 100","06019L0100","4059952606224","TitelAkku-Schwingschleifer GSS 18V-13 Professional|Neuheit bis01.04.2023|Verpackungsabmessungen (Breite)163mm|Verpackungsabmessungen (Länge)285mm|Verpackungsabmessungen (Höhe)138mm|Verpackungsabmessungen (Breite x Länge x Höhe)163 x 285 x 138mm|Akkuspannung18,0 V|Schwingzahl bei Leerlauf, von12.000min-1|Schwingzahl bei Leerlauf, bis zu20.000min-1|Schwingzahl im Leerlauf12.000 – 20.000min-1|Schwingkreisdurchmesser1,6mm|Gewicht exkl. Akku1,1kg|Schleifplatte, Breite80mm|Schleifplatte, Länge130mm|Leerlaufdrehzahl, von6000U/min|Leerlaufdrehzahl, bis zu10000U/min|Leerlaufdrehzahl6000 – 10000U/min|Unterteilung der ProduktkategorienAkku-Schwingschleifer","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-375516-117_jpg/detail.jpg/normal.jpg","0.138","0.163","0.285","1.17","","main_product",1,"","","","","","",""
"0 611 923 000","0611923000","4053423235074","Schlagenergie (gemäß EPTA 05/2016)2,4J|TitelAkku-Bohrhammer mit SDS plus GBH 18V-24 C Professional|Neuheit bis01.04.2023|Werkzeugabmessungen (Länge)337mm|Verpackungsabmessungen (Breite)240mm|Verpackungsabmessungen (Länge)370mm|Verpackungsabmessungen (Höhe)100mm|Verpackungsabmessungen (Breite x Länge x Höhe)240 x 370 x 100mm|Akkuspannung18,0 V|Schlagzahl bei Nenndrehzahl, von0bpm|Schlagzahl bei Nenndrehzahl, bis zu4.350bpm|Schlagzahl bei Nenndrehzahl0 – 4.350bpm|Nenndrehzahl, von0min-1|Nenndrehzahl, bis zu980min-1|Nenndrehzahl0 – 980min-1|Gewicht exkl. Akku2,9kg|WerkzeugaufnahmeSDS plus|Bohr- Beton mit Hammerbohrern, von4mm|Bohr- Beton mit Hammerbohrern, bis24mm|Bohr- in Beton mit Hammerbohrern4 – 24mm|Rec. app. range in concr. with ham. dr. bits, from6mm|Rec. app. range in concr. with hammer dr. bits, to14mm|Optimaler Einsatzbereich Beton mit Hammerbohrern6 – 14mm|Max. Bohrdurchmesser in Metall13mm|Max. Bohr- Holz30mm|Unterteilung der ProduktkategorienAkku-Bohrhammer mit SDS plus","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-375110-117_jpg/detail.jpg/normal.jpg","0.1","0.24","0.37","2.9","","main_product",1,"","","","","","",""
"0 601 9K6 100","06019K6100","4059952577715","TitelAkku-Schlagbohrschrauber GSB 18V-90 C Professional|Neuheit bis01.12.2022|Werkzeugabmessungen (Höhe)210mm|Verpackungsabmessungen (Breite)224mm|Verpackungsabmessungen (Länge)94mm|Verpackungsabmessungen (Höhe)234mm|Verpackungsabmessungen (Breite x Länge x Höhe)224 x 94 x 234mm|Bohr- Holz, max.68mm|Akkuspannung18,0 V|Drehmoment (weich)36Nm|Drehmoment (hart)64Nm|Drehmoment (weich/hart/max.)36/64/-Nm|Leerlaufdrehzahl, 1. Gang, von0min-1|Leerlaufdrehzahl, 1. Gang, bis630min-1|Leerlaufdrehzahl, 2. Gang, von0min-1|Leerlaufdrehzahl, 2. Gang, bis2.100min-1|Leerlaufdrehzahl (1. Gang / 2. Gang)0 – 630 / 0 – 2.100min-1|Schlagzahl, max.29.500bpm|Bohrfutterspannbereich, min.1,5mm|Bohrfutterspannbereich, min./max.1,5mm|Gewicht exkl. Akku1,2kg|Drehmomentstufen (Standard)21|Drehmomentstufen21|Bohr- Stahl, max.13mm|Schrauben-, max.12mm|Unterteilung der ProduktkategorienAkku-Schlagbohrschrauber","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-374824-117_jpg/detail.jpg/normal.jpg","0.234","0.224","0.094","1.392","","main_product",1,"","","","","","",""
"0 601 9J8 000","06019J8000","4059952509785","TitelAkku-Drehschlagschrauber GDS 18V-1000 C Professional|Neuheit bis01.12.2021|Werkzeugabmessungen (Breite)86mm|Werkzeugabmessungen (Länge)222mm|Werkzeugabmessungen (Höhe)240mm|Verpackungsabmessungen (Breite)270mm|Verpackungsabmessungen (Länge)288mm|Verpackungsabmessungen (Höhe)109mm|Verpackungsabmessungen (Breite x Länge x Höhe)270 x 288 x 109mm|Leerlaufdrehzahl, von0U/min|Leerlaufdrehzahl, bis zu1.750U/min|Leerlaufdrehzahl0-1.750U/min|Akkuspannung18,0 V|Werkzeugaufnahme1/2'' Vierkant|Losbrechmoment, max.1600Nm|Drehmomenteinstellbereich, min. 1. Stufe0Nm|Drehmomenteinstellbereich, max. 1. Stufe350Nm|Drehmomenteinstellbereich, min./max., 1. Stufe0/350Nm|Drehmomenteinstellbereich, min. 2. Stufe0Nm|Drehmomenteinstellbereich, max. 2. Stufe650Nm|Drehmomenteinstellbereich, min./max., 2. Stufe0/650Nm|Drehmomenteinstellbereich, min. 3. Stufe0Nm|Drehmomenteinstellbereich, max. 3. Stufe1000Nm|Drehmomenteinstellbereich, min./max., 3. Stufe0/1000Nm|Leerlaufdrehzahl, 1. Stufe, von0min-1|Leerlaufdrehzahl, 1. Stufe, bis800min-1|Leerlaufdrehzahl (1. Stufe)0-800min-1|Leerlaufdrehzahl, 2. Stufe, von0min-1|Leerlaufdrehzahl, 2. Stufe, bis1.300min-1|Leerlaufdrehzahl (2. Stufe)0-1.300min-1|Leerlaufdrehzahl (3. Stufe)0-1.750min-1|Drehmomentstufen3|Gewicht exkl. Akku2,9kg|Drehmoment, max.1000Nm|Schlagzahl, von0bpm|Schlagzahl, bis zu2.600bpm|Schlagzahl0-2.600bpm|Schlagzahl (1. Stufe)0-1.600bpm|Schlagzahl (2. Stufe)0-2.300bpm|Schlagzahl (3. Stufe)0-2.600bpm|SchraubengrößeM 14 - M 24|Unterteilung der ProduktkategorienAkku-Drehschlagschrauber","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-356149-117_jpg/detail.jpg/normal.jpg","0.109","0.27","0.288","2.9","","main_product",1,"","","","","","",""
"0 601 9J8 200","06019J8200","4059952509907","TitelAkku-Drehschlagschrauber GDS 18V-1050 HC Professional|Neuheit bis01.12.2021|Werkzeugabmessungen (Breite)86mm|Werkzeugabmessungen (Länge)222mm|Werkzeugabmessungen (Höhe)240mm|Verpackungsabmessungen (Breite)269mm|Verpackungsabmessungen (Länge)291mm|Verpackungsabmessungen (Höhe)109mm|Verpackungsabmessungen (Breite x Länge x Höhe)269 x 291 x 109mm|Leerlaufdrehzahl, von0U/min|Leerlaufdrehzahl, bis zu1.700U/min|Leerlaufdrehzahl0-1.700U/min|Akkuspannung18,0 V|Werkzeugaufnahme3/4'' Vierkant|Losbrechmoment, max.1700Nm|Drehmomenteinstellbereich, min. 1. Stufe0Nm|Drehmomenteinstellbereich, max. 1. Stufe350Nm|Drehmomenteinstellbereich, min./max., 1. Stufe0/350Nm|Drehmomenteinstellbereich, min. 2. Stufe0Nm|Drehmomenteinstellbereich, max. 2. Stufe650Nm|Drehmomenteinstellbereich, min./max., 2. Stufe0/650Nm|Drehmomenteinstellbereich, min. 3. Stufe0Nm|Drehmomenteinstellbereich, max. 3. Stufe1050Nm|Drehmomenteinstellbereich, min./max., 3. Stufe0/1050Nm|Leerlaufdrehzahl, 1. Stufe, von0min-1|Leerlaufdrehzahl, 1. Stufe, bis800min-1|Leerlaufdrehzahl (1. Stufe)0-800min-1|Leerlaufdrehzahl, 2. Stufe, von0min-1|Leerlaufdrehzahl, 2. Stufe, bis1.300min-1|Leerlaufdrehzahl (2. Stufe)0-1.300min-1|Leerlaufdrehzahl (3. Stufe)0-1.750min-1|Drehmomentstufen3|Gewicht exkl. Akku2,9kg|Drehmoment, max.1050Nm|Schlagzahl, von0bpm|Schlagzahl, bis zu2.600bpm|Schlagzahl0-2.600bpm|Schlagzahl (1. Stufe)0-1.600bpm|Schlagzahl (2. Stufe)0-2.300bpm|Schlagzahl (3. Stufe)0-2.600bpm|SchraubengrößeM 14 - M 24|Unterteilung der ProduktkategorienAkku-Drehschlagschrauber","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-356060-117_jpg/detail.jpg/normal.jpg","0.109","0.269","0.291","2.9","","main_product",1,"","","","","","",""
"0 601 9K6 202","06019K6202","4059952617411","Drehmoment (max.)90Nm|TitelAkku-Bohrschrauber GSR 18V-90 FC Professional|Neuheit bis01.08.2023|Werkzeugabmessungen (Höhe)210mm|Verpackungsabmessungen (Breite)224mm|Verpackungsabmessungen (Länge)234mm|Verpackungsabmessungen (Höhe)94mm|Verpackungsabmessungen (Breite x Länge x Höhe)224 x 234 x 94mm|Bohr- Holz, max.68mm|Akkuspannung18,0 V|Drehmoment (weich)36Nm|Drehmoment (hart)64Nm|Drehmoment (weich/hart/max.)36/64/-Nm|AkkutypLithium-Ionen|Leerlaufdrehzahl, 1. Gang, von0min-1|Leerlaufdrehzahl, 1. Gang, bis630min-1|Leerlaufdrehzahl, 2. Gang, von0min-1|Leerlaufdrehzahl, 2. Gang, bis2.100min-1|Leerlaufdrehzahl (1. Gang / 2. Gang)0 – 630 / 0 – 2.100min-1|Bohrfutterspannbereich, min.1,5mm|Bohrfutterspannbereich, max.13mm|Bohrfutterspannbereich, min./max.1,5 / 13mm|Gewicht exkl. Akku0,92kg|Drehmomentstufen (Standard)21|Drehmomentstufen21|Bohr- Stahl, max.13mm|Schrauben-, max.12mm|Unterteilung der ProduktkategorienAkku-Bohrschrauber","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-381278-117_jpg/detail.jpg/normal.jpg","0.094","0.224","0.234","0.94","","main_product",1,"","","","","","",""
"0 601 8G2 001","06018G2001","4059952606842","TitelMulti-Cutter GOP 18V-34 Professional|Neuheit bis01.04.2024|Verpackungsabmessungen (Breite)115mm|Verpackungsabmessungen (Länge)316mm|Verpackungsabmessungen (Höhe)95mm|Verpackungsabmessungen (Breite x Länge x Höhe)115 x 316 x 95mm|Akkuspannung18,0 V|Leerlaufschwingzahl, bis zu20.000min-1|Leerlaufschwingzahl20.000min-1|Oszillationswinkel links und rechts1,7°|Gewicht exkl. Akku1,2kg|Unterteilung der ProduktkategorienMulti-Cutter","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-404544-117_jpg/detail.jpg/normal.jpg","0.095","0.115","0.316","1.2","","main_product",1,"","","","","","",""
"0 601 9J2 105","06019J2105","4059952596655","TitelAkku-Drehschlagschrauber GDR 18V-200 Professional|Neuheit bis01.08.2021|Werkzeugabmessungen (Breite)61mm|Werkzeugabmessungen (Länge)126mm|Werkzeugabmessungen (Höhe)206mm|Verpackungsabmessungen (Breite)184mm|Verpackungsabmessungen (Länge)225mm|Verpackungsabmessungen (Höhe)96mm|Verpackungsabmessungen (Breite x Länge x Höhe)184 x 225 x 96mm|Leerlaufdrehzahl, von0U/min|Leerlaufdrehzahl, bis zu3.400U/min|Leerlaufdrehzahl0-3.400U/min|Akkuspannung18,0 V|Werkzeugaufnahme1/4'' Sechskant Uni|Leerlaufdrehzahl, 1. Stufe, von0min-1|Leerlaufdrehzahl, 1. Stufe, bis3.400min-1|Leerlaufdrehzahl (1. Stufe)0-3.400min-1|Gewicht exkl. Akku1,1kg|Drehmoment, max.200Nm|Schlagzahl, von0bpm|Schlagzahl, bis zu4.000bpm|Schlagzahl0-4.000bpm|SchraubengrößeM 6 – M 16|Unterteilung der ProduktkategorienAkku-Drehschlagschrauber","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-320029-117_jpg/normal.jpg/normal.jpg","0.096","0.184","0.225","1.2","","main_product",1,"","","","","","",""
"0 601 9J2 204","06019J2204","4059952596686","TitelAkku-Drehschlagschrauber GDX 18V-200 Professional|Neuheit bis01.08.2021|Werkzeugabmessungen (Breite)61mm|Werkzeugabmessungen (Länge)147mm|Werkzeugabmessungen (Höhe)206mm|Verpackungsabmessungen (Breite)184mm|Verpackungsabmessungen (Länge)224mm|Verpackungsabmessungen (Höhe)96mm|Verpackungsabmessungen (Breite x Länge x Höhe)184 x 224 x 96mm|Leerlaufdrehzahl, von0U/min|Leerlaufdrehzahl, bis zu3.400U/min|Leerlaufdrehzahl0-3.400U/min|Akkuspannung18,0 V|Werkzeugaufnahme1/4'' Sechskant Uni|Losbrechmoment, max.350Nm|Leerlaufdrehzahl, 1. Stufe, von0min-1|Leerlaufdrehzahl, 1. Stufe, bis3.400min-1|Leerlaufdrehzahl (1. Stufe)0-3.400min-1|Gewicht exkl. Akku1,2kg|Drehmoment, max.200Nm|Schlagzahl, von0bpm|Schlagzahl, bis zu4.200bpm|Schlagzahl0-4.200bpm|SchraubengrößeM 6 – M 16|Unterteilung der ProduktkategorienAkku-Drehschlagschrauber","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-319739-117_jpg/normal.jpg/normal.jpg","0.096","0.184","0.224","1.2","","main_product",1,"","","","","","",""
"0 601 6B5 100","06016B5100","3165140931847","Max. Schnittkapazität in Holz (90°)68mm|Max. Schnittkapazität in Holz (45°)50mm|TitelAkku-Kreissäge BITURBO GKS 18V-68 GC Professional|Neuheit bis15.10.2020|Verpackungsabmessungen (Breite)360mm|Verpackungsabmessungen (Länge)445mm|Verpackungsabmessungen (Höhe)255mm|Verpackungsabmessungen (Breite x Länge x Höhe)360 x 445 x 255mm|Akkuspannung18,0 V|Leerlaufdrehzahl, von2.500min-1|Leerlaufdrehzahl, bis zu5.000min-1|Leerlaufdrehzahl2.500 – 5.000min-1|Gewicht exkl. Akku4,3kg|FührungsschienenkompatibelJa|Unterteilung der ProduktkategorienAkku-Kreissäge BITURBO","","","'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-298517-117_jpg/detail.jpg/normal.jpg","0.255","0.36","0.445","7.2","","main_product",1,"","","","","","",""
